"pop_name","sim","init_total_age1plus","init_vulnerable_ageplus","init_adults_ageplus","adult_frac_within_vulnerable"
"Suwannee",496,10975,2944,2640,0.896739130434783
"Suwannee",497,10975,5411,5000,0.924043614858621
"Suwannee",498,10975,5068,3798,0.749408050513023
"Suwannee",499,10975,4677,4460,0.953602736797092
"Suwannee",500,10975,4247,4058,0.955497998587238
"Suwannee",501,10975,4185,3223,0.770131421744325
"Suwannee",502,10975,6114,5611,0.917729800457965
"Suwannee",503,10975,4991,3313,0.663794830695251
"Suwannee",504,10975,3818,3095,0.810633839706653
"Suwannee",505,10975,5589,4878,0.872785829307568
"Suwannee",506,10975,7030,5470,0.778093883357041
"Suwannee",507,10975,4343,3692,0.850103615012664
"Suwannee",508,10975,5566,4720,0.84800574919152
"Suwannee",509,10975,4059,3325,0.819167282581917
"Suwannee",510,10975,4322,2823,0.653169828782971
"Suwannee",511,10975,4096,3899,0.951904296875
"Suwannee",512,10975,5690,3988,0.700878734622144
"Suwannee",513,10975,5149,4149,0.805787531559526
"Suwannee",514,10975,7079,6046,0.854075434383388
"Suwannee",515,10975,4205,3819,0.90820451843044
"Suwannee",516,10975,5910,5646,0.955329949238579
"Suwannee",517,10975,5770,4024,0.697400346620451
"Suwannee",518,10975,4373,4205,0.961582437685799
"Suwannee",519,10975,5230,4494,0.859273422562141
